set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set7,NGCUTFS,NGCUTFS2-26,40,160,100,100,6872,8148,39,160,100,100,6872,8148,29018,29018,0,1,0,0.001,0.001,0.004,0.068,0.074
Set7,NGCUTFS,NGCUTFS2-27,40,160,100,100,7148,6184,39,160,100,100,7148,6184,29013,29013,0,1,0,0.001,0.002,0.004,0.273,0.28
Set7,NGCUTFS,NGCUTFS2-28,40,160,100,100,6688,6796,40,160,100,100,6688,6796,29592,29592,0,1,0,0.001,0.002,0.005,3.131,3.139
Set7,NGCUTFS,NGCUTFS2-29,40,160,100,100,6532,6260,40,160,100,100,6532,6260,29874,29874,0,1,0,0.001,0.002,0.007,2.795,2.805
Set7,NGCUTFS,NGCUTFS2-30,40,160,100,100,6952,7024,40,160,100,100,6952,7024,28824,28824,0,1,0,0.001,0.002,0.003,0.341,0.347
Set7,NGCUTFS,NGCUTFS2-31,50,50,100,100,2284,2037,50,50,100,100,2284,2037,29151,28632,0.017803849,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS2-32,50,50,100,100,2275,2477,49,50,100,100,2275,2477,28984,28984,0,1,0,0.001,0.002,0.003,31.503,31.509
Set7,NGCUTFS,NGCUTFS2-33,50,50,100,100,2128,2310,49,50,100,100,2128,2310,29262,29262,0,1,0,0.001,0.002,0.005,0.122,0.13
Set7,NGCUTFS,NGCUTFS2-34,50,50,100,100,2054,2363,50,50,100,100,2054,2363,29571,29571,0,1,0,0.001,0.002,0.006,0.187,0.196
Set7,NGCUTFS,NGCUTFS2-35,50,50,100,100,2746,2226,50,50,100,100,2746,2226,27758,27426,0.011960516,0,0,0.001,0.002,0.002,36.688,36.693
Set7,NGCUTFS,NGCUTFS2-36,50,50,100,100,2044,2053,50,50,100,100,2044,2053,29322,27896,0.048632426,0,0,0.002,0.002,0.007,36.682,36.693
Set7,NGCUTFS,NGCUTFS2-37,50,50,100,100,1889,2808,50,50,100,100,1889,2808,28391,28162,0.008065936,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS2-38,50,50,100,100,1980,2454,50,50,100,100,1980,2454,28462,28462,0,1,0,0.002,0.001,0.005,33.405,33.413
Set7,NGCUTFS,NGCUTFS2-39,50,50,100,100,1852,2156,50,50,100,100,1852,2156,29001,29001,0,1,0,0.001,0.002,0.004,0.65,0.657
Set7,NGCUTFS,NGCUTFS2-40,50,50,100,100,1960,2245,50,50,100,100,1960,2245,28637,28164,0.016517093,0,0,0.001,0.002,0.004,36.686,36.693
Set7,NGCUTFS,NGCUTFS2-41,50,150,100,100,6480,6288,50,150,100,100,6480,6288,29670,29670,0,1,0,0.001,0.001,0.005,0.075,0.082
Set7,NGCUTFS,NGCUTFS2-42,50,150,100,100,6333,5820,50,150,100,100,6333,5820,29912,29912,0,1,0,0.001,0.003,0.009,0.218,0.231
Set7,NGCUTFS,NGCUTFS2-43,50,150,100,100,7866,6969,50,150,100,100,7866,6969,28952,28952,0,1,0,0.001,0.002,0.005,7.597,7.605
Set7,NGCUTFS,NGCUTFS2-44,50,150,100,100,6144,4842,50,150,100,100,6144,4842,29220,29220,0,1,0,0.001,0.002,0.005,1.506,1.514
Set7,NGCUTFS,NGCUTFS2-45,50,150,100,100,6261,6441,50,150,100,100,6261,6441,29551,29491,0.002030388,0,0,0.001,0.003,0.005,36.684,36.693
Set7,NGCUTFS,NGCUTFS2-46,50,150,100,100,6501,6651,50,150,100,100,6501,6651,29916,29916,0,1,0,0.001,0.001,0,0,0.002
Set7,NGCUTFS,NGCUTFS2-47,50,150,100,100,5595,5688,50,150,100,100,5595,5688,29700,29700,0,1,0,0.001,0.001,0.003,0.146,0.151
Set7,NGCUTFS,NGCUTFS2-48,50,150,100,100,6360,6681,50,150,100,100,6360,6681,29814,29814,0,1,0,0.001,0.002,0.006,10.861,10.87
Set7,NGCUTFS,NGCUTFS2-49,50,150,100,100,5745,6186,50,150,100,100,5745,6186,29970,29970,0,1,0,0.001,0.002,0.006,0.21,0.219
Set7,NGCUTFS,NGCUTFS2-50,50,150,100,100,7257,6006,50,150,100,100,7257,6006,29637,29637,0,1,0,0.001,0.001,0.005,3.34,3.347
Set7,NGCUTFS,NGCUTFS2-51,50,200,100,100,7940,10476,50,200,100,100,7940,10476,29628,29628,0,1,0,0.001,0.001,0.006,0.051,0.059
Set7,NGCUTFS,NGCUTFS2-52,50,200,100,100,9740,9120,50,200,100,100,9740,9120,29811,29811,0,1,0,0.001,0.002,0.006,0.133,0.142
Set7,NGCUTFS,NGCUTFS2-53,50,200,100,100,8600,8176,50,200,100,100,8600,8176,29655,29655,0,1,0,0.002,0.002,0.006,0.606,0.616
Set7,NGCUTFS,NGCUTFS2-54,50,200,100,100,8404,9468,50,200,100,100,8404,9468,29676,29676,0,1,0,0.001,0.003,0.005,0.236,0.245
Set7,NGCUTFS,NGCUTFS2-55,50,200,100,100,8672,9588,50,200,100,100,8672,9588,29334,29334,0,1,0,0.002,0.002,0.006,0.089,0.099
Set7,NGCUTFS,NGCUTFS2-56,50,200,100,100,8620,8464,50,200,100,100,8620,8464,29940,29940,0,1,0,0.001,0.002,0.005,0.361,0.369
Set7,NGCUTFS,NGCUTFS2-57,50,200,100,100,7896,9264,50,200,100,100,7896,9264,29676,29676,0,1,0,0.002,0.001,0.006,1.402,1.411
Set7,NGCUTFS,NGCUTFS2-58,50,200,100,100,8996,8396,50,200,100,100,8996,8396,29587,29587,0,1,0,0.001,0.002,0.005,0.562,0.57
Set7,NGCUTFS,NGCUTFS2-59,50,200,100,100,8000,7552,50,200,100,100,8000,7552,29887,29887,0,1,0,0.002,0.002,0.006,0.257,0.267
Set7,NGCUTFS,NGCUTFS2-60,50,200,100,100,7752,9064,50,200,100,100,7752,9064,29820,29820,0,1,0,0.002,0.002,0.006,0.155,0.165
Set7,NGCUTFS,NGCUTFS2-61,100,100,100,100,4301,4076,100,100,100,100,4301,4076,29611,29448,0.005504711,0,0,0.003,0.002,0.007,36.681,36.693
Set7,NGCUTFS,NGCUTFS2-62,100,100,100,100,4351,3659,99,100,100,100,4351,3659,29754,29712,0.001411575,0,0,0.002,0.003,0.011,36.696,36.712
Set7,NGCUTFS,NGCUTFS2-63,100,100,100,100,4271,4481,100,100,100,100,4271,4481,29847,29847,0,1,0,0.003,0.002,0.004,0.002,0.011
Set7,NGCUTFS,NGCUTFS2-64,100,100,100,100,4866,4317,100,100,100,100,4866,4317,29644,29644,0,1,0,0.002,0.002,0.006,16.319,16.329
Set7,NGCUTFS,NGCUTFS2-65,100,100,100,100,4752,3944,100,100,100,100,4752,3944,29668,29518,0.005055953,0,0,0.003,0.002,0.008,36.68,36.693
Set7,NGCUTFS,NGCUTFS2-66,100,100,100,100,4223,4618,99,100,100,100,4223,4618,29537,29425,0.003791854,0,0,0.002,0.003,0.006,36.682,36.693
Set7,NGCUTFS,NGCUTFS2-67,100,100,100,100,4218,4840,100,100,100,100,4218,4840,29648,29592,0.001888829,0,0,0.002,0.003,0.01,36.727,36.742
Set7,NGCUTFS,NGCUTFS2-68,100,100,100,100,4173,4044,100,100,100,100,4173,4044,29617,29317,0.010129318,0,0,0.003,0.003,0.008,36.712,36.726
Set7,NGCUTFS,NGCUTFS2-69,100,100,100,100,4051,3872,100,100,100,100,4051,3872,29772,29685,0.002922209,0,0,0.003,0.001,0.008,36.681,36.693
Set7,NGCUTFS,NGCUTFS2-70,100,100,100,100,3721,4360,100,100,100,100,3721,4360,29520,29520,0,1,0,0.002,0.002,0.007,32.205,32.216
Set7,NGCUTFS,NGCUTFS2-71,100,300,100,100,13290,13266,100,300,100,100,13290,13266,30000,30000,0,1,0,0.002,0,0,0,0.002
Set7,NGCUTFS,NGCUTFS2-72,100,300,100,100,12639,13347,99,300,100,100,12639,13347,29964,29964,0,1,0,0.002,0.002,0,5.093,5.097
Set7,NGCUTFS,NGCUTFS2-73,100,300,100,100,14109,12801,100,300,100,100,14109,12801,29928,29928,0,1,0,0.002,0.002,0,0.453,0.457
Set7,NGCUTFS,NGCUTFS2-74,100,300,100,100,11517,13749,100,300,100,100,11517,13749,29940,29940,0,1,0,0.003,0.002,0,3.846,3.851
Set7,NGCUTFS,NGCUTFS2-75,100,300,100,100,15213,13026,100,300,100,100,15213,13026,29958,29958,0,1,0,0.002,0.002,0,1.72,1.724
Set7,NGCUTFS,NGCUTFS2-76,100,300,100,100,12261,11292,100,300,100,100,12261,11292,29952,29952,0,1,0,0.002,0.003,0,3.54,3.545
Set7,NGCUTFS,NGCUTFS2-77,100,300,100,100,12552,13287,100,300,100,100,12552,13287,29982,29982,0,1,0,0.003,0.002,0,0.704,0.709
Set7,NGCUTFS,NGCUTFS2-78,100,300,100,100,12357,10860,100,300,100,100,12357,10860,29979,29979,0,1,0,0.003,0.002,0,6.967,6.972
Set7,NGCUTFS,NGCUTFS2-79,100,300,100,100,13602,12942,100,300,100,100,13602,12942,29928,29928,0,1,0,0.005,0.003,0,1.235,1.243
Set7,NGCUTFS,NGCUTFS2-80,100,300,100,100,13026,13287,100,300,100,100,13026,13287,29952,29952,0,1,0,0.003,0.002,0,1.85,1.855
Set7,NGCUTFS,NGCUTFS2-81,100,400,100,100,17748,18452,98,400,100,100,17748,18452,30000,30000,0,1,0,0.003,0.003,0,0.004,0.01
Set7,NGCUTFS,NGCUTFS2-82,100,400,100,100,17896,14940,100,400,100,100,17896,14940,30000,30000,0,1,0,0.004,0.001,0,0.002,0.007
Set7,NGCUTFS,NGCUTFS2-83,100,400,100,100,14656,17548,100,400,100,100,14656,17548,30000,30000,0,1,0,0.003,0.002,0,0.001,0.006
Set7,NGCUTFS,NGCUTFS2-84,100,400,100,100,16252,15868,99,400,100,100,16252,15868,29967,29967,0,1,0,0.005,0.002,0,1.628,1.635
Set7,NGCUTFS,NGCUTFS2-85,100,400,100,100,16576,17316,100,400,100,100,16576,17316,29931,29931,0,1,0,0.004,0.002,0,2.686,2.692
Set7,NGCUTFS,NGCUTFS2-86,100,400,100,100,18252,16584,99,400,100,100,18252,16584,30000,30000,0,1,0,0.004,0,0,0,0.004
Set7,NGCUTFS,NGCUTFS2-87,100,400,100,100,16240,18728,100,400,100,100,16240,18728,30000,30000,0,1,0,0.003,0.002,0,0.99,0.995
Set7,NGCUTFS,NGCUTFS2-88,100,400,100,100,16344,17264,100,400,100,100,16344,17264,30000,30000,0,1,0,0.003,0.002,0,0.012,0.017
Set7,NGCUTFS,NGCUTFS2-89,100,400,100,100,17136,17876,98,400,100,100,17136,17876,29928,29928,0,1,0,0.004,0.002,0,0,0.006
Set7,NGCUTFS,NGCUTFS2-90,100,400,100,100,17156,18968,98,400,100,100,17156,18968,29759,29759,0,1,0,0.003,0.002,0,2.744,2.749
Set7,NGCUTFS,NGCUTFS2-91,150,150,100,100,6272,5979,149,150,100,100,6272,5979,29842,29833,3.02E-04,0,0,0.004,0.003,0.01,36.676,36.693
Set7,NGCUTFS,NGCUTFS2-92,150,150,100,100,6199,6524,150,150,100,100,6199,6524,29901,29901,0,1,0,0.004,0.003,0.009,0.194,0.21
Set7,NGCUTFS,NGCUTFS2-93,150,150,100,100,6303,6205,149,150,100,100,6303,6205,29934,29934,0,1,0,0.005,0.001,0.012,0.462,0.48
Set7,NGCUTFS,NGCUTFS2-94,150,150,100,100,6548,6759,150,150,100,100,6548,6759,29907,29907,0,1,0,0.004,0.002,0.011,0.629,0.646
Set7,NGCUTFS,NGCUTFS2-95,150,150,100,100,6267,6043,150,150,100,100,6267,6043,29823,29823,0,1,0,0.005,0.003,0.01,3.059,3.077
Set7,NGCUTFS,NGCUTFS2-96,150,150,100,100,5836,6496,150,150,100,100,5836,6496,29922,29922,0,1,0,0.004,0.002,0.01,0.196,0.212
Set7,NGCUTFS,NGCUTFS2-97,150,150,100,100,6626,6068,149,150,100,100,6626,6068,29810,29787,7.72E-04,0,0,0.005,0.002,0.014,36.672,36.693
Set7,NGCUTFS,NGCUTFS2-98,150,150,100,100,6101,6399,149,150,100,100,6101,6399,29868,29833,0.001171823,0,0,0.004,0.002,0.01,36.677,36.693
Set7,NGCUTFS,NGCUTFS2-99,150,150,100,100,6556,5983,149,150,100,100,6556,5983,29844,29823,7.04E-04,0,0,0.004,0.002,0.01,36.677,36.693
Set7,NGCUTFS,NGCUTFS3-10,40,40,100,100,1870,1559,40,40,100,100,1870,1559,26361,25843,0.019650241,0,0,0.001,0.001,0.002,36.689,36.693
Set7,NGCUTFS,NGCUTFS3-11,40,120,100,100,4590,4530,40,120,100,100,4590,4530,29772,29772,0,1,0,0.001,0.002,0.005,7.681,7.689
Set7,NGCUTFS,NGCUTFS3-12,40,120,100,100,3906,4551,40,120,100,100,3906,4551,29745,29730,5.04E-04,0,0,0.001,0.001,0.007,36.684,36.693
Set7,NGCUTFS,NGCUTFS3-13,40,120,100,100,4974,4230,40,120,100,100,4974,4230,29736,29736,0,1,0,0.001,0.001,0.005,0,0.007
Set7,NGCUTFS,NGCUTFS3-14,40,120,100,100,4614,4131,40,120,100,100,4614,4131,29895,29895,0,1,0,0.001,0.001,0.005,0.022,0.029
Set7,NGCUTFS,NGCUTFS3-15,40,120,100,100,4626,5931,40,120,100,100,4626,5931,29369,29369,0,1,0,0.001,0.002,0.003,1.175,1.181
Set7,NGCUTFS,NGCUTFS3-16,40,120,100,100,4116,4035,40,120,100,100,4116,4035,29568,29568,0,1,0,0.001,0.002,0.005,5.343,5.351
Set7,NGCUTFS,NGCUTFS3-17,40,120,100,100,4908,4917,40,120,100,100,4908,4917,29661,29661,0,1,0,0.001,0.001,0.004,0.025,0.031
Set7,NGCUTFS,NGCUTFS3-18,40,120,100,100,4470,4431,40,120,100,100,4470,4431,29526,29526,0,1,0,0.001,0.002,0.004,7.536,7.543
Set7,NGCUTFS,NGCUTFS3-19,40,120,100,100,4911,5082,40,120,100,100,4911,5082,29928,29928,0,1,0,0.001,0.002,0.003,0.076,0.082
Set7,NGCUTFS,NGCUTFS3-20,40,120,100,100,5487,5220,40,120,100,100,5487,5220,29574,29574,0,1,0,0.001,0.002,0.004,1.492,1.499
Set7,NGCUTFS,NGCUTFS3-21,40,160,100,100,5268,6980,40,160,100,100,5268,6980,29754,29754,0,1,0,0.001,0.002,0.005,0.399,0.407
Set7,NGCUTFS,NGCUTFS3-22,40,160,100,100,5056,5876,40,160,100,100,5056,5876,29394,29394,0,1,0,0.002,0.002,0.004,0.074,0.082
Set7,NGCUTFS,NGCUTFS3-23,40,160,100,100,5708,5904,40,160,100,100,5708,5904,29688,29688,0,1,0,0.001,0.002,0.006,3.365,3.374
Set7,NGCUTFS,NGCUTFS3-24,40,160,100,100,6896,6908,40,160,100,100,6896,6908,29700,29700,0,1,0,0.001,0.002,0.005,0.176,0.184
Set7,NGCUTFS,NGCUTFS3-25,40,160,100,100,5928,5996,40,160,100,100,5928,5996,29688,29688,0,1,0,0.001,0.002,0.005,0.12,0.128
Set7,NGCUTFS,NGCUTFS3-26,40,160,100,100,6652,6052,40,160,100,100,6652,6052,29541,29541,0,1,0,0.001,0.002,0.005,32.298,32.306
Set7,NGCUTFS,NGCUTFS3-27,40,160,100,100,6396,6136,40,160,100,100,6396,6136,29736,29736,0,1,0,0.001,0.002,0.004,0.925,0.932
Set7,NGCUTFS,NGCUTFS3-28,40,160,100,100,5828,6276,40,160,100,100,5828,6276,29703,29703,0,1,0,0.002,0.002,0.005,2.316,2.325
Set7,NGCUTFS,NGCUTFS3-29,40,160,100,100,5812,5316,40,160,100,100,5812,5316,29532,29532,0,1,0,0.006,0.005,0.007,2.3,2.318
Set7,NGCUTFS,NGCUTFS3-30,40,160,100,100,6204,5396,40,160,100,100,6204,5396,29747,29747,0,1,0,0.002,0.002,0.006,9.183,9.193
Set7,NGCUTFS,NGCUTFS3-31,50,50,100,100,1947,1923,50,50,100,100,1947,1923,29491,29227,0.008951884,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS3-32,50,50,100,100,2030,1871,50,50,100,100,2030,1871,29415,29415,0,1,0,0.001,0.002,0.005,31.91,31.918
Set7,NGCUTFS,NGCUTFS3-33,50,50,100,100,2073,1862,50,50,100,100,2073,1862,29289,28588,0.0239339,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS3-34,50,50,100,100,2247,1927,49,50,100,100,2247,1927,27396,26968,0.015622719,0,0,0.002,0.001,0.003,36.687,36.693
Set7,NGCUTFS,NGCUTFS3-35,50,50,100,100,1950,2109,50,50,100,100,1950,2109,28933,28706,0.007845713,0,0,0.002,0.002,0.004,36.685,36.693
Set7,NGCUTFS,NGCUTFS3-36,50,50,100,100,1615,1615,50,50,100,100,1615,1615,29278,28018,0.043035726,0,0,0.003,0.002,0.005,36.683,36.693
Set7,NGCUTFS,NGCUTFS3-37,50,50,100,100,2097,2020,50,50,100,100,2097,2020,29265,28850,0.014180762,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS3-38,50,50,100,100,2192,1804,50,50,100,100,2192,1804,29053,28084,0.033352838,0,0,0.001,0.002,0.005,36.685,36.693
Set7,NGCUTFS,NGCUTFS3-39,50,50,100,100,2025,1831,50,50,100,100,2025,1831,29033,28824,0.007198705,0,0,0.001,0.002,0.003,36.7,36.706
Set7,NGCUTFS,NGCUTFS3-40,50,50,100,100,2298,1950,50,50,100,100,2298,1950,28920,28920,0,1,0,0.001,0.001,0.003,0.798,0.803
Set7,NGCUTFS,NGCUTFS3-41,50,150,100,100,6627,5994,50,150,100,100,6627,5994,29805,29805,0,1,0,0.001,0.002,0.006,1.408,1.417
Set7,NGCUTFS,NGCUTFS3-42,50,150,100,100,5568,4746,50,150,100,100,5568,4746,29919,29919,0,1,0,0.001,0.002,0.006,0.779,0.788
Set7,NGCUTFS,NGCUTFS3-43,50,150,100,100,4749,4791,50,150,100,100,4749,4791,29994,29994,0,1,0,0.002,0.002,0.009,0.377,0.39
Set7,NGCUTFS,NGCUTFS3-44,50,150,100,100,5580,4806,50,150,100,100,5580,4806,29640,29640,0,1,0,0.002,0.001,0.006,16.18,16.189
Set7,NGCUTFS,NGCUTFS3-45,50,150,100,100,5985,6150,50,150,100,100,5985,6150,29538,29538,0,1,0,0.002,0.002,0.005,0.481,0.49
Set7,NGCUTFS,NGCUTFS3-46,50,150,100,100,5520,5172,50,150,100,100,5520,5172,29895,29895,0,1,0,0.001,0.002,0.007,3.976,3.986
Set7,NGCUTFS,NGCUTFS3-47,50,150,100,100,5490,5658,50,150,100,100,5490,5658,29830,29187,0.021555481,0,0,0.002,0.002,0.007,36.682,36.693
Set7,NGCUTFS,NGCUTFS3-48,50,150,100,100,5319,5262,50,150,100,100,5319,5262,29678,29678,0,1,0,0.001,0.002,0.006,13.199,13.208
Set7,NGCUTFS,NGCUTFS3-49,50,150,100,100,5742,5379,50,150,100,100,5742,5379,29370,29370,0,1,0,0.001,0.002,0.006,21.019,21.028
Set7,NGCUTFS,NGCUTFS3-50,50,150,100,100,6132,4548,50,150,100,100,6132,4548,29796,29796,0,1,0,0.001,0.002,0.006,0.119,0.128
Set7,NGCUTFS,NGCUTFS3-51,50,200,100,100,7000,8688,50,200,100,100,7000,8688,29736,29736,0,1,0,0.002,0.002,0.005,0.556,0.565
Set7,NGCUTFS,NGCUTFS3-52,50,200,100,100,8364,7664,50,200,100,100,8364,7664,29696,29696,0,1,0,0.002,0.002,0.007,0,0.011
Set7,NGCUTFS,NGCUTFS3-53,50,200,100,100,7088,7188,50,200,100,100,7088,7188,29736,29736,0,1,0,0.002,0.002,0.007,1.879,1.89
Set7,NGCUTFS,NGCUTFS3-54,50,200,100,100,7680,8396,50,200,100,100,7680,8396,29743,29743,0,1,0,0.002,0.002,0.006,1.656,1.666
Set7,NGCUTFS,NGCUTFS3-55,50,200,100,100,7852,6744,50,200,100,100,7852,6744,30000,30000,0,1,0,0.002,0.002,0.008,0.001,0.013
Set7,NGCUTFS,NGCUTFS3-56,50,200,100,100,7508,6260,50,200,100,100,7508,6260,29839,29839,0,1,0,0.002,0.002,0.007,9.908,9.919
Set7,NGCUTFS,NGCUTFS3-57,50,200,100,100,8076,5940,50,200,100,100,8076,5940,29724,29724,0,1,0,0.001,0.002,0.005,0.139,0.147
Set7,NGCUTFS,NGCUTFS3-58,50,200,100,100,7308,6840,50,200,100,100,7308,6840,29676,29676,0,1,0,0.002,0.001,0.007,23.287,23.297
Set7,NGCUTFS,NGCUTFS3-59,50,200,100,100,7356,6060,50,200,100,100,7356,6060,29966,29966,0,1,0,0.002,0.002,0.006,0.375,0.385
Set7,NGCUTFS,NGCUTFS3-60,50,200,100,100,7168,7192,50,200,100,100,7168,7192,30000,30000,0,1,0,0.002,0,0,0,0.002
Set7,NGCUTFS,NGCUTFS3-61,100,100,100,100,3305,3471,100,100,100,100,3305,3471,29856,29651,0.006866292,0,0,0.004,0.002,0.011,36.676,36.693
Set7,NGCUTFS,NGCUTFS3-62,100,100,100,100,3360,3460,100,100,100,100,3360,3460,29729,29663,0.002220054,0,0,0.003,0.002,0.006,36.682,36.693
Set7,NGCUTFS,NGCUTFS3-63,100,100,100,100,3369,3805,100,100,100,100,3369,3805,29804,29752,0.001744732,0,0,0.003,0.002,0.01,36.678,36.693
Set7,NGCUTFS,NGCUTFS3-64,100,100,100,100,4256,3538,100,100,100,100,4256,3538,29758,29676,0.002755562,0,0,0.003,0.002,0.008,36.701,36.714
Set7,NGCUTFS,NGCUTFS3-65,100,100,100,100,3524,3505,100,100,100,100,3524,3505,29771,29746,8.40E-04,0,0,0.003,0.003,0.008,36.679,36.693
Set7,NGCUTFS,NGCUTFS3-66,100,100,100,100,3246,3460,100,100,100,100,3246,3460,29871,29778,0.003113388,0,0,0.004,0.002,0.009,36.679,36.694
Set7,NGCUTFS,NGCUTFS3-67,100,100,100,100,4303,4062,99,100,100,100,4303,4062,29602,29489,0.00381731,0,0,0.002,0.002,0.007,36.682,36.693
Set7,NGCUTFS,NGCUTFS3-68,100,100,100,100,3976,3675,100,100,100,100,3976,3675,29740,29579,0.005413584,0,0,0.003,0.002,0.008,36.706,36.719
Set7,NGCUTFS,NGCUTFS3-69,100,100,100,100,3779,3660,99,100,100,100,3779,3660,29751,29530,0.007428322,0,0,0.003,0.001,0.007,36.682,36.693
Set7,NGCUTFS,NGCUTFS3-70,100,100,100,100,4056,3862,99,100,100,100,4056,3862,29709,29653,0.001884951,0,0,0.003,0.002,0.008,36.68,36.693
Set7,NGCUTFS,NGCUTFS3-71,100,300,100,100,11169,10305,99,300,100,100,11169,10305,30000,30000,0,1,0,0.003,0.002,0,1.437,1.442
Set7,NGCUTFS,NGCUTFS3-72,100,300,100,100,11814,12165,100,300,100,100,11814,12165,29970,29970,0,1,0,0.003,0.002,0,3.236,3.241
Set7,NGCUTFS,NGCUTFS3-73,100,300,100,100,11262,10929,99,300,100,100,11262,10929,29991,29991,0,1,0,0.002,0.003,0,3.867,3.872
Set7,NGCUTFS,NGCUTFS3-74,100,300,100,100,11148,11574,97,300,100,100,11148,11574,29946,29946,0,1,0,0.003,0.002,0,1.132,1.137
Set7,NGCUTFS,NGCUTFS3-75,100,300,100,100,11439,11628,100,300,100,100,11439,11628,29952,29952,0,1,0,0.002,0.003,0,2.216,2.221
Set7,NGCUTFS,NGCUTFS3-76,100,300,100,100,11055,10422,99,300,100,100,11055,10422,29964,29964,0,1,0,0.003,0.002,0,4.883,4.888
Set7,NGCUTFS,NGCUTFS3-77,100,300,100,100,10566,11544,99,300,100,100,10566,11544,30000,30000,0,1,0,0.002,0.002,0,2.043,2.047
Set7,NGCUTFS,NGCUTFS3-78,100,300,100,100,11151,11214,100,300,100,100,11151,11214,29925,29925,0,1,0,0.003,0.002,0,3.209,3.214
Set7,NGCUTFS,NGCUTFS3-79,100,300,100,100,9558,10221,100,300,100,100,9558,10221,29994,29994,0,1,0,0.004,0.002,0,8.03,8.036
Set7,NGCUTFS,NGCUTFS3-80,100,300,100,100,9969,10281,100,300,100,100,9969,10281,29976,29976,0,1,0,0.003,0.002,0,4.748,4.753
Set7,NGCUTFS,NGCUTFS3-81,100,400,100,100,15668,14536,99,400,100,100,15668,14536,30000,30000,0,1,0,0.004,0,0,0,0.004
Set7,NGCUTFS,NGCUTFS3-82,100,400,100,100,15204,14576,99,400,100,100,15204,14576,30000,30000,0,1,0,0.004,0.002,0,0.003,0.009
Set7,NGCUTFS,NGCUTFS3-83,100,400,100,100,15316,15996,100,400,100,100,15316,15996,30000,30000,0,1,0,0.004,0,0,0,0.004
Set7,NGCUTFS,NGCUTFS3-84,100,400,100,100,16112,14908,100,400,100,100,16112,14908,29910,29910,0,1,0,0.004,0.002,0,2.131,2.137
Set7,NGCUTFS,NGCUTFS3-85,100,400,100,100,13640,12644,100,400,100,100,13640,12644,30000,30000,0,1,0,0.004,0.002,0,4.384,4.39
Set7,NGCUTFS,NGCUTFS3-86,100,400,100,100,15284,14216,100,400,100,100,15284,14216,30000,30000,0,1,0,0.003,0.003,0,0.121,0.127
Set7,NGCUTFS,NGCUTFS3-87,100,400,100,100,15908,15216,100,400,100,100,15908,15216,30000,30000,0,1,0,0.003,0.003,0,0.002,0.008
Set7,NGCUTFS,NGCUTFS3-88,100,400,100,100,14224,13644,100,400,100,100,14224,13644,30000,30000,0,1,0,0.004,0.002,0,1.814,1.82
Set7,NGCUTFS,NGCUTFS3-89,100,400,100,100,14376,14808,100,400,100,100,14376,14808,30000,30000,0,1,0,0.003,0.002,0,0.126,0.131
Set7,NGCUTFS,NGCUTFS3-90,100,400,100,100,14884,14220,100,400,100,100,14884,14220,30000,30000,0,1,0,0.004,0.001,0,0.513,0.518
Set7,NGCUTFS,NGCUTFS3-91,150,150,100,100,5599,5679,150,150,100,100,5599,5679,29910,29910,0,1,0,0.004,0.002,0.011,2.592,2.609
Set7,NGCUTFS,NGCUTFS3-92,150,150,100,100,6062,5719,149,150,100,100,6062,5719,29905,29905,0,1,0,0.006,0.002,0.014,10.387,10.409
Set7,NGCUTFS,NGCUTFS3-93,150,150,100,100,5900,5597,149,150,100,100,5900,5597,29851,29806,0.001507487,0,0,0.004,0.002,0.011,36.676,36.693
Set7,NGCUTFS,NGCUTFS3-94,150,150,100,100,5715,6127,149,150,100,100,5715,6127,29875,29796,0.002644351,0,0,0.004,0.002,0.012,36.675,36.693
Set7,NGCUTFS,NGCUTFS3-95,150,150,100,100,6086,5927,150,150,100,100,6086,5927,29859,29795,0.002143407,0,0,0.005,0.001,0.01,36.677,36.693
Set7,NGCUTFS,NGCUTFS3-96,150,150,100,100,5132,5638,150,150,100,100,5132,5638,29804,29649,0.005200644,0,0,0.005,0.002,0.01,36.685,36.702
Set7,NGCUTFS,NGCUTFS3-97,150,150,100,100,4827,5763,150,150,100,100,4827,5763,29854,29769,0.00284719,0,0,0.004,0.003,0.011,36.675,36.693
Set7,NGCUTFS,NGCUTFS3-98,150,150,100,100,5894,6187,149,150,100,100,5894,6187,29714,29561,0.005149088,0,0,0.003,0.003,0.01,36.677,36.693
Set7,NGCUTFS,NGCUTFS3-99,150,150,100,100,6016,5576,149,150,100,100,6016,5576,29851,29727,0.004153965,0,0,0.004,0.002,0.011,36.676,36.693
Set7,NGCUTFS,NGCUTFS1-100,150,150,100,100,7338,7211,150,150,100,100,7338,7211,29775,29757,6.05E-04,0,0,0.004,0.002,0.009,36.678,36.693
Set7,NGCUTFS,NGCUTFS1-101,150,450,100,100,21834,21534,150,450,100,100,21834,21534,30000,30000,0,1,0,0.004,0,0,0,0.004
