set,subset,instance,m,n,W,H,sum_w,sum_h,m',n',W',H',sum_w',sum_h',ub,lb,ub',lb',gap,opt,OOM,pre_time(s),ub0_time(s),dp_time(s),bid_time(s),time(s)
Set7,NGCUTFS,NGCUTFS1-32,50,50,100,100,2368,2419,26,26,100,100,813,1077,28400,28400,28400,28400,0,1,0,0,0,0,0.236,0.236
Set7,NGCUTFS,NGCUTFS1-33,50,50,100,100,2545,2135,32,32,100,100,1383,1157,28548,28548,28663,28548,0,1,1,0,0,0,298.995,314.749
Set7,NGCUTFS,NGCUTFS1-34,50,50,100,100,2334,1994,36,36,100,100,1414,1201,27917,27917,28179,27917,0,1,1,0.016,0,0,219.544,302.721
Set7,NGCUTFS,NGCUTFS1-35,50,50,100,100,2383,2675,29,29,100,100,1107,1160,28416,28416,28416,28416,0,1,0,0,0,0.016,14.634,14.65
Set7,NGCUTFS,NGCUTFS1-36,50,50,100,100,2297,2338,34,34,100,100,1365,1144,28580,28580,28580,28580,0,1,0,0.01,0,0.004,0.062,0.076
Set7,NGCUTFS,NGCUTFS1-37,50,50,100,100,2448,2217,22,22,100,100,1147,832,29648,29648,29648,29648,0,1,0,0.011,0,0.004,0.006,0.021
Set7,NGCUTFS,NGCUTFS1-38,50,50,100,100,2369,2579,28,28,100,100,995,1214,28296,28296,28296,28296,0,1,0,0,0,0,0.08,0.08
Set7,NGCUTFS,NGCUTFS1-39,50,50,100,100,2023,2137,34,34,100,100,1090,1310,29514,29514,29514,29514,0,1,0,0.006,0.002,0.004,0.076,0.088
Set7,NGCUTFS,NGCUTFS1-40,50,50,100,100,2703,2360,26,26,100,100,1159,1087,28272,28272,28272,28272,0,1,0,0,0.016,0.002,0.428,0.446
Set7,NGCUTFS,NGCUTFS1-41,50,150,100,100,6300,8280,23,60,100,100,2009,2648,29564,29564,29564,29564,0,1,0,0.006,0,0,0.105,0.111
Set7,NGCUTFS,NGCUTFS1-42,50,150,100,100,7746,6753,25,67,100,100,2961,2249,29808,29808,29808,29808,0,1,0,0.006,0,0.004,0.008,0.018
Set7,NGCUTFS,NGCUTFS1-43,50,150,100,100,6765,7512,34,86,100,100,3272,3148,29556,29556,29556,29556,0,1,0,0.006,0.002,0.006,0.095,0.109
Set7,NGCUTFS,NGCUTFS1-44,50,150,100,100,7302,7590,27,73,100,100,3253,2615,29397,29397,29397,29397,0,1,0,0,0,0.011,0.686,0.697
Set7,NGCUTFS,NGCUTFS1-45,50,150,100,100,7779,6825,22,61,100,100,2107,1639,29541,29541,29541,29541,0,1,0,0.011,0,0.004,0.016,0.031
Set7,NGCUTFS,NGCUTFS1-46,50,150,100,100,7491,7188,23,63,100,100,2828,2086,29685,29685,29685,29685,0,1,0,0,0,0,0.127,0.127
Set7,NGCUTFS,NGCUTFS1-47,50,150,100,100,6183,6732,33,92,100,100,3488,3092,29368,29368,29368,29368,0,1,0,0,0,0,0.02,0.02
Set7,NGCUTFS,NGCUTFS1-48,50,150,100,100,7644,7563,25,70,100,100,2395,2299,29370,29370,29370,29370,0,1,0,0,0,0,0.059,0.059
Set7,NGCUTFS,NGCUTFS1-49,50,150,100,100,7977,6816,26,74,100,100,3729,2585,29670,29670,29670,29670,0,1,0,0,0,0,0.507,0.507
Set7,NGCUTFS,NGCUTFS1-50,50,150,100,100,7554,8382,22,61,100,100,2202,2602,29520,29520,29520,29520,0,1,0,0,0.016,0,0.08,0.096
Set7,NGCUTFS,NGCUTFS1-51,50,200,100,100,10016,9468,28,87,100,100,3334,3700,29874,29874,29874,29874,0,1,0,0,0,0.016,0.048,0.064
Set7,NGCUTFS,NGCUTFS1-52,50,200,100,100,8856,9952,20,70,100,100,2287,3860,29847,29847,29847,29847,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS1-53,50,200,100,100,9508,8100,14,48,100,100,2170,1480,29919,29919,29919,29919,0,1,0,0.017,0,0,0.005,0.022
Set7,NGCUTFS,NGCUTFS1-54,50,200,100,100,10084,9896,22,76,100,100,2681,2911,29928,29928,29928,29928,0,1,0,0.012,0.003,0.002,0.011,0.028
Set7,NGCUTFS,NGCUTFS1-55,50,200,100,100,9764,9632,26,98,100,100,3328,3316,29928,29928,29928,29928,0,1,0,0,0,0,0.019,0.019
Set7,NGCUTFS,NGCUTFS1-56,50,200,100,100,10204,8448,27,95,100,100,3301,2830,29881,29881,29881,29881,0,1,0,0,0,0,0.11,0.11
Set7,NGCUTFS,NGCUTFS1-57,50,200,100,100,9432,9228,26,100,100,100,3401,2872,29156,29156,29156,29156,0,1,0,0.008,0.001,0.004,0.537,0.55
Set7,NGCUTFS,NGCUTFS1-58,50,200,100,100,8956,10420,18,60,100,100,1967,2033,29799,29799,29799,29799,0,1,0,0.002,0.002,0.004,0.005,0.013
Set7,NGCUTFS,NGCUTFS1-59,50,200,100,100,9704,9784,29,102,100,100,3375,3649,29748,29748,29748,29748,0,1,0,0,0,0,0.126,0.126
Set7,NGCUTFS,NGCUTFS1-60,50,200,100,100,8920,8664,28,107,100,100,3531,3337,29386,29386,29386,29386,0,1,0,0.002,0.002,0.003,0.927,0.934
Set7,NGCUTFS,NGCUTFS1-61,100,100,100,100,4481,4242,47,47,100,100,1719,1434,29865,29865,29865,29865,0,1,0,0.005,0,0,0.032,0.037
Set7,NGCUTFS,NGCUTFS1-62,100,100,100,100,4992,5093,50,50,100,100,2006,2160,29250,29250,29254,29250,0,1,1,0.011,0.002,0.003,379.321,414.98
Set7,NGCUTFS,NGCUTFS1-63,100,100,100,100,4764,4982,48,48,100,100,2001,1944,29699,29699,29699,29699,0,1,0,0.008,0.002,0.004,0.207,0.221
Set7,NGCUTFS,NGCUTFS1-64,100,100,100,100,4684,4866,45,45,100,100,1655,1851,29778,29778,29778,29778,0,1,0,0,0,0.011,3.36,3.371
Set7,NGCUTFS,NGCUTFS1-65,100,100,100,100,5137,5243,45,45,100,100,2098,1926,29523,29523,29523,29523,0,1,0,0,0,0.015,0.527,0.542
Set7,NGCUTFS,NGCUTFS1-66,100,100,100,100,5244,4680,66,66,100,100,2975,2563,29558,29558,29558,29558,0,1,0,0,0,0,0.349,0.349
Set7,NGCUTFS,NGCUTFS1-67,100,100,100,100,4940,4815,52,53,100,100,1995,2022,29592,29592,29592,29592,0,1,0,0,0.016,0,2.854,2.87
Set7,NGCUTFS,NGCUTFS1-68,100,100,100,100,4658,4689,43,43,100,100,1933,1630,29685,29685,29685,29685,0,1,0,0,0,0.015,1.974,1.989
Set7,NGCUTFS,NGCUTFS1-69,100,100,100,100,4808,4673,47,48,100,100,2088,1895,29523,29523,29523,29523,0,1,0,0,0.016,0,2.29,2.306
Set7,NGCUTFS,NGCUTFS1-70,100,100,100,100,4864,4980,38,38,100,100,1529,1723,29565,29565,29565,29565,0,1,0,0.003,0,0,0,0.003
Set7,NGCUTFS,NGCUTFS1-71,100,300,100,100,14394,14403,39,109,100,100,3824,4611,29955,29955,29955,29955,0,1,0,0,0,0.011,0.095,0.106
Set7,NGCUTFS,NGCUTFS1-72,100,300,100,100,15639,14700,49,129,100,100,5198,5016,29826,29826,29826,29826,0,1,0,0,0.006,0,0,0.006
Set7,NGCUTFS,NGCUTFS1-73,100,300,100,100,14835,14655,43,123,100,100,5129,4460,29880,29880,29880,29880,0,1,0,0.009,0.002,0.004,0.13,0.145
Set7,NGCUTFS,NGCUTFS1-74,100,300,100,100,14469,14961,47,129,100,100,4859,5247,29892,29892,29892,29892,0,1,0,0.016,0,0,0.738,0.754
Set7,NGCUTFS,NGCUTFS1-75,100,300,100,100,14916,15282,41,108,100,100,5396,3439,29880,29880,29880,29880,0,1,0,0.016,0,0,0.016,0.032
Set7,NGCUTFS,NGCUTFS1-76,100,300,100,100,13938,15942,43,122,100,100,3322,4907,29982,29982,29982,29982,0,1,0,0,0,0.016,0.212,0.228
Set7,NGCUTFS,NGCUTFS1-77,100,300,100,100,13983,13317,50,144,100,100,5248,4212,29881,29881,29881,29881,0,1,0,0.015,0,0,23.687,23.702
Set7,NGCUTFS,NGCUTFS1-78,100,300,100,100,13773,15288,45,122,100,100,4394,4483,30000,30000,30000,30000,0,1,0,0,0,0.016,0,0.016
Set7,NGCUTFS,NGCUTFS1-79,100,300,100,100,15162,14709,46,118,100,100,4757,4530,29904,29904,29904,29904,0,1,0,0,0,0.016,0,0.016
Set7,NGCUTFS,NGCUTFS1-80,100,300,100,100,15201,14268,37,103,100,100,4284,4244,29799,29799,29799,29799,0,1,0,0,0,0.016,0.079,0.095
Set7,NGCUTFS,NGCUTFS1-81,100,400,100,100,18984,19180,37,129,100,100,4949,5431,29985,29985,29985,29985,0,1,0,0.015,0,0,0,0.015
Set7,NGCUTFS,NGCUTFS1-82,100,400,100,100,19456,19176,36,115,100,100,3774,3875,29949,29949,29949,29949,0,1,0,0,0.016,0,0.095,0.111
Set7,NGCUTFS,NGCUTFS1-83,100,400,100,100,20112,20944,39,125,100,100,4892,5333,29970,29970,29970,29970,0,1,0,0.016,0,0,0.158,0.174
Set7,NGCUTFS,NGCUTFS1-84,100,400,100,100,19560,20312,40,144,100,100,5223,6312,29904,29904,29904,29904,0,1,0,0.016,0,0,0.348,0.364
Set7,NGCUTFS,NGCUTFS1-85,100,400,100,100,20612,17960,34,117,100,100,4157,3712,29961,29961,29961,29961,0,1,0,0,0,0.016,0,0.016
Set7,NGCUTFS,NGCUTFS1-86,100,400,100,100,17972,18384,100,400,100,100,17972,18384,30000,30000,30000,30000,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS1-87,100,400,100,100,22928,17976,32,97,100,100,3834,3611,30000,30000,30000,30000,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS1-88,100,400,100,100,16968,19828,39,129,100,100,4210,5209,30000,30000,30000,30000,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS1-89,100,400,100,100,20076,18988,42,136,100,100,6263,4998,29904,29904,29904,29904,0,1,0,0.016,0,0,0.648,0.664
Set7,NGCUTFS,NGCUTFS1-90,100,400,100,100,18224,18752,43,149,100,100,5188,5865,29985,29985,29985,29985,0,1,0,0.015,0,0,0.127,0.142
Set7,NGCUTFS,NGCUTFS1-91,150,150,100,100,7427,6882,49,49,100,100,2626,2219,29964,29964,29964,29964,0,1,0,0,0,0.016,0,0.016
Set7,NGCUTFS,NGCUTFS1-92,150,150,100,100,7290,7088,70,70,100,100,3021,3046,29691,29691,29691,29691,0,1,0,0,0,0.016,11.229,11.245
Set7,NGCUTFS,NGCUTFS1-93,150,150,100,100,6630,8089,68,69,100,100,2642,3169,29487,29487,29487,29487,0,1,0,0,0,0.016,160.926,160.942
Set7,NGCUTFS,NGCUTFS1-94,150,150,100,100,6903,6856,70,70,100,100,2448,2935,29934,29934,29934,29934,0,1,0,0.008,0,0,0.095,0.103
Set7,NGCUTFS,NGCUTFS1-95,150,150,100,100,6196,7181,72,73,100,100,2600,2960,29869,29869,29869,29869,0,1,0,0.01,0,0,26.37,26.38
Set7,NGCUTFS,NGCUTFS1-96,150,150,100,100,6727,7058,84,84,100,100,3004,3191,29940,29940,29940,29940,0,1,0,0.016,0,0,0.048,0.064
Set7,NGCUTFS,NGCUTFS1-97,150,150,100,100,7172,6983,70,70,100,100,2939,2799,29850,29850,29850,29850,0,1,0,0,0,0.016,24.782,24.798
Set7,NGCUTFS,NGCUTFS1-98,150,150,100,100,7436,8139,63,63,100,100,3023,2823,29826,29826,29826,29826,0,1,0,0.016,0,0,0.078,0.094
Set7,NGCUTFS,NGCUTFS1-99,150,150,100,100,7583,6591,44,44,100,100,1695,1668,29862,29862,29862,29862,0,1,0,0,0.016,0,0.174,0.19
Set7,NGCUTFS,NGCUTFS2-10,40,40,100,100,1716,1738,31,31,100,100,1003,1089,28515,28515,28621,28515,0,1,1,0,0,0.016,115.841,152.996
Set7,NGCUTFS,NGCUTFS2-11,40,120,100,100,6603,5064,23,65,100,100,2758,1975,29529,29529,29529,29529,0,1,0,0.002,0,0.005,2.036,2.043
Set7,NGCUTFS,NGCUTFS2-12,40,120,100,100,5136,5739,22,61,100,100,1785,2324,29316,29316,29316,29316,0,1,0,0.005,0.002,0.004,163.847,163.858
Set7,NGCUTFS,NGCUTFS2-13,40,120,100,100,5472,5700,23,63,100,100,1732,1841,28554,28383,29049,28383,0.005988653,0,1,0,0,0,156.611,530.01
Set7,NGCUTFS,NGCUTFS2-14,40,120,100,100,4743,4689,23,64,100,100,2044,2021,29559,29559,29559,29559,0,1,0,0,0,0,0.646,0.646
Set7,NGCUTFS,NGCUTFS2-15,40,120,100,100,5160,5658,27,76,100,100,2440,2869,28747,28747,28747,28747,0,1,0,0.015,0,0,0.143,0.158
Set7,NGCUTFS,NGCUTFS2-16,40,120,100,100,5493,5232,28,74,100,100,2447,2179,29886,29886,29886,29886,0,1,0,0,0,0.016,0,0.016
Set7,NGCUTFS,NGCUTFS2-17,40,120,100,100,5118,4752,26,77,100,100,2749,1840,29829,29829,29829,29829,0,1,0,0,0,0,0.079,0.079
Set7,NGCUTFS,NGCUTFS2-18,40,120,100,100,5502,4488,22,60,100,100,2313,1677,29556,29556,29556,29556,0,1,0,0,0,0.015,2.891,2.906
Set7,NGCUTFS,NGCUTFS2-19,40,120,100,100,5775,4704,16,43,100,100,1984,1341,29580,29580,29580,29580,0,1,0,0,0,0.016,0.048,0.064
Set7,NGCUTFS,NGCUTFS2-20,40,120,100,100,5880,4872,25,71,100,100,2864,2323,28926,28926,28926,28926,0,1,0,0.016,0,0,0,0.016
Set7,NGCUTFS,NGCUTFS2-21,40,160,100,100,5360,7456,30,114,100,100,2635,4676,29286,29286,29286,29286,0,1,0,0,0,0.016,2.496,2.512
Set7,NGCUTFS,NGCUTFS2-22,40,160,100,100,6836,7264,20,69,100,100,1768,2744,29787,29787,29787,29787,0,1,0,0,0,0,0.173,0.173
Set7,NGCUTFS,NGCUTFS2-23,40,160,100,100,7400,6668,17,55,100,100,2267,1755,29766,29766,29766,29766,0,1,0,0.016,0,0,1.169,1.185
Set7,NGCUTFS,NGCUTFS2-24,40,160,100,100,7612,5576,20,72,100,100,2528,1783,29919,29919,29919,29919,0,1,0,0.003,0.002,0.003,0.105,0.113
Set7,NGCUTFS,NGCUTFS2-25,40,160,100,100,7572,6332,22,79,100,100,2905,1945,29303,29303,29303,29303,0,1,0,0.004,0.001,0.003,51.203,51.211
Set7,NGCUTFS,NGCUTFS2-26,40,160,100,100,6872,8148,25,95,100,100,2797,3564,29018,29018,29018,29018,0,1,0,0.006,0.001,0.003,0.012,0.022
Set7,NGCUTFS,NGCUTFS2-27,40,160,100,100,7148,6184,23,84,100,100,2740,2589,29013,29013,29013,29013,0,1,0,0.005,0.001,0.005,0.84,0.851
Set7,NGCUTFS,NGCUTFS2-28,40,160,100,100,6688,6796,17,57,100,100,1712,1646,29592,29592,29592,29592,0,1,0,0.001,0.002,0.003,4.394,4.4
Set7,NGCUTFS,NGCUTFS2-29,40,160,100,100,6532,6260,24,92,100,100,2592,2514,29874,29874,29874,29874,0,1,0,0.003,0.001,0.007,12.366,12.377
Set7,NGCUTFS,NGCUTFS2-30,40,160,100,100,6952,7024,21,76,100,100,2204,2112,28824,28824,28824,28824,0,1,0,0.006,0.002,0.002,0.36,0.37
Set7,NGCUTFS,NGCUTFS2-31,50,50,100,100,2284,2037,26,26,100,100,840,833,28632,28632,28870,28632,0,1,1,0.002,0.002,0.004,389.759,416.683
Set7,NGCUTFS,NGCUTFS2-32,50,50,100,100,2275,2477,33,33,100,100,1360,1406,28984,28984,28984,28984,0,1,0,0.002,0.001,0.002,15.53,15.535
Set7,NGCUTFS,NGCUTFS2-33,50,50,100,100,2128,2310,26,27,100,100,910,1011,29262,29262,29262,29262,0,1,0,0.001,0.002,0.005,0.096,0.104
Set7,NGCUTFS,NGCUTFS2-34,50,50,100,100,2054,2363,29,29,100,100,1098,1159,29571,29571,29571,29571,0,1,0,0.002,0.002,0.005,0.136,0.145
Set7,NGCUTFS,NGCUTFS2-35,50,50,100,100,2746,2226,28,28,100,100,1113,840,27426,27426,27426,27426,0,1,0,0.002,0.001,0.002,86.79,86.795
Set7,NGCUTFS,NGCUTFS2-36,50,50,100,100,2044,2053,39,39,100,100,1283,1242,28794,27896,29150,27896,0.031187053,0,1,0.002,0.002,0.007,174.998,530
Set7,NGCUTFS,NGCUTFS2-37,50,50,100,100,1889,2808,34,34,100,100,932,1611,28162,28162,28162,28162,0,1,0,0.003,0.001,0.004,191.447,191.455
Set7,NGCUTFS,NGCUTFS2-38,50,50,100,100,1980,2454,32,32,100,100,1079,1258,28462,28462,28462,28462,0,1,0,0.003,0.001,0.004,35.505,35.513
Set7,NGCUTFS,NGCUTFS2-39,50,50,100,100,1852,2156,34,34,100,100,967,1338,29001,29001,29001,29001,0,1,0,0.002,0.002,0.004,0.972,0.98
Set7,NGCUTFS,NGCUTFS2-40,50,50,100,100,1960,2245,35,35,100,100,1057,1324,28164,28164,28327,28164,0,1,1,0.002,0.002,0.004,378.906,396.037
Set7,NGCUTFS,NGCUTFS2-41,50,150,100,100,6480,6288,23,63,100,100,2388,2371,29670,29670,29670,29670,0,1,0,0.003,0.001,0.003,0.008,0.015
Set7,NGCUTFS,NGCUTFS2-42,50,150,100,100,6333,5820,22,59,100,100,2028,1703,29912,29912,29912,29912,0,1,0,0.002,0.002,0.004,0.05,0.058
Set7,NGCUTFS,NGCUTFS2-43,50,150,100,100,7866,6969,26,72,100,100,2686,2213,28952,28952,28952,28952,0,1,0,0.002,0.001,0.004,15.3,15.307
Set7,NGCUTFS,NGCUTFS2-44,50,150,100,100,6144,4842,34,99,100,100,3161,2361,29220,29220,29220,29220,0,1,0,0.005,0.002,0.004,1.958,1.969
Set7,NGCUTFS,NGCUTFS2-45,50,150,100,100,6261,6441,33,92,100,100,2518,2141,29511,29491,29527,29491,6.78E-04,0,1,0.002,0.001,0.005,191.196,530
Set7,NGCUTFS,NGCUTFS2-46,50,150,100,100,6501,6651,19,45,100,100,2032,2128,29916,29916,29916,29916,0,1,0,0.002,0.001,0,0,0.003
Set7,NGCUTFS,NGCUTFS2-47,50,150,100,100,5595,5688,25,72,100,100,2733,2401,29700,29700,29700,29700,0,1,0,0.003,0.002,0.001,0.012,0.018
Set7,NGCUTFS,NGCUTFS2-48,50,150,100,100,6360,6681,30,83,100,100,2436,2812,29814,29814,29814,29814,0,1,0,0.005,0.001,0.005,16.267,16.278
Set7,NGCUTFS,NGCUTFS2-49,50,150,100,100,5745,6186,24,67,100,100,2036,2233,29970,29970,29970,29970,0,1,0,0.002,0.001,0.005,0.121,0.129
Set7,NGCUTFS,NGCUTFS2-50,50,150,100,100,7257,6006,18,51,100,100,2292,1458,29637,29637,29637,29637,0,1,0,0.002,0.001,0.004,5.456,5.463
Set7,NGCUTFS,NGCUTFS2-51,50,200,100,100,7940,10476,32,112,100,100,3203,4877,29628,29628,29628,29628,0,1,0,0.008,0.001,0.004,0.015,0.028
Set7,NGCUTFS,NGCUTFS2-52,50,200,100,100,9740,9120,29,106,100,100,3515,3811,29811,29811,29811,29811,0,1,0,0.006,0.001,0.003,0.007,0.017
Set7,NGCUTFS,NGCUTFS2-53,50,200,100,100,8600,8176,25,90,100,100,2563,2150,29655,29655,29655,29655,0,1,0,0.003,0.002,0.004,0.845,0.854
Set7,NGCUTFS,NGCUTFS2-54,50,200,100,100,8404,9468,29,99,100,100,2912,3214,29676,29676,29676,29676,0,1,0,0.002,0.003,0.003,0.056,0.064
Set7,NGCUTFS,NGCUTFS2-55,50,200,100,100,8672,9588,30,103,100,100,3230,3014,29334,29334,29334,29334,0,1,0,0.004,0.002,0.004,0.015,0.025
Set7,NGCUTFS,NGCUTFS2-56,50,200,100,100,8620,8464,25,95,100,100,2642,2998,29940,29940,29940,29940,0,1,0,0.003,0.001,0.003,0.209,0.216
Set7,NGCUTFS,NGCUTFS2-57,50,200,100,100,7896,9264,22,79,100,100,1767,2650,29676,29676,29676,29676,0,1,0,0.002,0.002,0.004,2.521,2.529
Set7,NGCUTFS,NGCUTFS2-58,50,200,100,100,8996,8396,27,98,100,100,3169,2589,29587,29587,29587,29587,0,1,0,0.007,0.001,0.003,1.156,1.167
Set7,NGCUTFS,NGCUTFS2-59,50,200,100,100,8000,7552,28,103,100,100,3110,2612,29887,29887,29887,29887,0,1,0,0.004,0.002,0.005,0.068,0.079
Set7,NGCUTFS,NGCUTFS2-60,50,200,100,100,7752,9064,26,96,100,100,3359,2871,29820,29820,29820,29820,0,1,0,0.008,0.002,0.003,0.039,0.052
Set7,NGCUTFS,NGCUTFS2-61,100,100,100,100,4301,4076,53,53,100,100,1947,1504,29493,29448,29494,29448,0.001525786,0,1,0.005,0.002,0.006,425.461,530
Set7,NGCUTFS,NGCUTFS2-62,100,100,100,100,4351,3659,56,57,100,100,1892,1472,29712,29712,29712,29712,0,1,0,0.04,0.036,0.063,64.233,64.372
Set7,NGCUTFS,NGCUTFS2-63,100,100,100,100,4271,4481,37,37,100,100,1624,1609,29847,29847,29847,29847,0,1,0,0.004,0.002,0.005,0.008,0.019
Set7,NGCUTFS,NGCUTFS2-64,100,100,100,100,4866,4317,50,50,100,100,2024,1866,29644,29644,29644,29644,0,1,0,0.005,0.002,0.005,11.609,11.621
Set7,NGCUTFS,NGCUTFS2-65,100,100,100,100,4752,3944,46,46,100,100,1813,1402,29562,29518,29563,29518,0.001488397,0,1,0.004,0.002,0.005,346.304,530
Set7,NGCUTFS,NGCUTFS2-66,100,100,100,100,4223,4618,58,59,100,100,1886,1925,29453,29425,29454,29425,9.51E-04,0,1,0.006,0.004,0.002,228.903,530.011
Set7,NGCUTFS,NGCUTFS2-67,100,100,100,100,4218,4840,53,53,100,100,1778,2130,29592,29592,29592,29592,0,1,0,0.006,0.002,0.007,54.71,54.725
Set7,NGCUTFS,NGCUTFS2-68,100,100,100,100,4173,4044,70,70,100,100,2286,2306,29463,29317,29464,29317,0.004955368,0,1,0,0,0.016,498.046,530.011
Set7,NGCUTFS,NGCUTFS2-69,100,100,100,100,4051,3872,53,53,100,100,1767,1495,29685,29685,29685,29685,0,1,0,0.016,0,0,205.77,205.786
Set7,NGCUTFS,NGCUTFS2-70,100,100,100,100,3721,4360,38,38,100,100,1202,1189,29520,29520,29520,29520,0,1,0,0,0.007,0.006,19.385,19.398
Set7,NGCUTFS,NGCUTFS2-71,100,300,100,100,13290,13266,100,300,100,100,13290,13266,30000,30000,30000,30000,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS2-72,100,300,100,100,12639,13347,49,136,100,100,5110,4156,29964,29964,29964,29964,0,1,0,0.016,0,0,3.205,3.221
Set7,NGCUTFS,NGCUTFS2-73,100,300,100,100,14109,12801,57,152,100,100,6637,4917,29928,29928,29928,29928,0,1,0,0,0,0.015,0,0.015
Set7,NGCUTFS,NGCUTFS2-74,100,300,100,100,11517,13749,44,116,100,100,3473,4215,29940,29940,29940,29940,0,1,0,0.016,0,0,1.483,1.499
Set7,NGCUTFS,NGCUTFS2-75,100,300,100,100,15213,13026,37,99,100,100,3915,3419,29958,29958,29958,29958,0,1,0,0.016,0,0,0.11,0.126
Set7,NGCUTFS,NGCUTFS2-76,100,300,100,100,12261,11292,39,109,100,100,3176,2927,29952,29952,29952,29952,0,1,0,0,0.016,0,1.341,1.357
Set7,NGCUTFS,NGCUTFS2-77,100,300,100,100,12552,13287,34,84,100,100,3194,4210,29982,29982,29982,29982,0,1,0,0,0,0.016,0.016,0.032
Set7,NGCUTFS,NGCUTFS2-78,100,300,100,100,12357,10860,43,121,100,100,4227,3264,29979,29979,29979,29979,0,1,0,0.016,0,0,6.788,6.804
Set7,NGCUTFS,NGCUTFS2-79,100,300,100,100,13602,12942,38,106,100,100,3666,3223,29928,29928,29928,29928,0,1,0,0.016,0,0,0.126,0.142
Set7,NGCUTFS,NGCUTFS2-80,100,300,100,100,13026,13287,39,107,100,100,3799,3816,29952,29952,29952,29952,0,1,0,0,0,0.012,0.079,0.091
Set7,NGCUTFS,NGCUTFS2-81,100,400,100,100,17748,18452,47,163,100,100,5001,5699,30000,30000,30000,30000,0,1,0,0.016,0,0,0,0.016
Set7,NGCUTFS,NGCUTFS2-82,100,400,100,100,17896,14940,42,158,100,100,4478,4392,30000,30000,30000,30000,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS2-83,100,400,100,100,14656,17548,44,157,100,100,4754,5360,30000,30000,30000,30000,0,1,0,0.001,0,0,0,0.001
Set7,NGCUTFS,NGCUTFS2-84,100,400,100,100,16252,15868,44,166,100,100,4494,4782,29967,29967,29967,29967,0,1,0,0,0,0.016,0.237,0.253
Set7,NGCUTFS,NGCUTFS2-85,100,400,100,100,16576,17316,52,184,100,100,6492,5333,29931,29931,29931,29931,0,1,0,0.016,0,0.016,0.378,0.41
Set7,NGCUTFS,NGCUTFS2-86,100,400,100,100,18252,16584,99,400,100,100,18252,16584,30000,30000,30000,30000,0,1,0,0,0,0,0,0
Set7,NGCUTFS,NGCUTFS2-87,100,400,100,100,16240,18728,46,161,100,100,5655,5826,30000,30000,30000,30000,0,1,0,0,0,0.015,0,0.015
Set7,NGCUTFS,NGCUTFS2-88,100,400,100,100,16344,17264,41,149,100,100,3928,4352,30000,30000,30000,30000,0,1,0,0.016,0,0,0,0.016
Set7,NGCUTFS,NGCUTFS2-89,100,400,100,100,17136,17876,30,100,100,100,4003,3811,29928,29928,29928,29928,0,1,0,0.016,0,0,0,0.016
Set7,NGCUTFS,NGCUTFS2-90,100,400,100,100,17156,18968,28,99,100,100,3520,3118,29759,29759,29759,29759,0,1,0,0.016,0,0,1.135,1.151
Set7,NGCUTFS,NGCUTFS2-91,150,150,100,100,6272,5979,61,62,100,100,2539,2172,29833,29833,29833,29833,0,1,0,0,0,0.016,79.227,79.243
Set7,NGCUTFS,NGCUTFS2-92,150,150,100,100,6199,6524,66,66,100,100,2324,2368,29901,29901,29901,29901,0,1,0,0,0,0,0.112,0.112
Set7,NGCUTFS,NGCUTFS2-93,150,150,100,100,6303,6205,56,56,100,100,2329,1975,29934,29934,29934,29934,0,1,0,0.022,0.002,0.006,0.223,0.253
Set7,NGCUTFS,NGCUTFS2-94,150,150,100,100,6548,6759,69,69,100,100,2493,2621,29907,29907,29907,29907,0,1,0,0.016,0,0,0.43,0.446
Set7,NGCUTFS,NGCUTFS2-95,150,150,100,100,6267,6043,86,86,100,100,2877,2988,29823,29823,29823,29823,0,1,0,0.015,0,0,3.049,3.064
Set7,NGCUTFS,NGCUTFS2-96,150,150,100,100,5836,6496,84,84,100,100,2685,2999,29922,29922,29922,29922,0,1,0,0,0.01,0,0.16,0.17
Set7,NGCUTFS,NGCUTFS2-97,150,150,100,100,6626,6068,66,67,100,100,2532,2108,29787,29787,29787,29787,0,1,0,0.007,0,0,72.145,72.152
Set7,NGCUTFS,NGCUTFS2-98,150,150,100,100,6101,6399,75,75,100,100,2572,2861,29859,29859,29859,29859,0,1,0,0.012,0.002,0.001,41.391,41.406
Set7,NGCUTFS,NGCUTFS2-99,150,150,100,100,6556,5983,73,73,100,100,2760,2498,29823,29823,29823,29823,0,1,0,0.016,0,0,180.985,181.001
Set7,NGCUTFS,NGCUTFS3-10,40,40,100,100,1870,1559,33,33,100,100,1484,1068,25843,25843,26095,25843,0,1,1,0,0.016,0,146.643,190.279
Set7,NGCUTFS,NGCUTFS3-11,40,120,100,100,4590,4530,23,66,100,100,1615,2052,29772,29772,29772,29772,0,1,0,0.002,0,0.005,12.223,12.23
Set7,NGCUTFS,NGCUTFS3-12,40,120,100,100,3906,4551,21,60,100,100,1283,2338,29730,29730,29730,29730,0,1,0,0,0.015,0,148.855,148.87
